draft_year,Rk,Pk,Tm,Player,College,Yrs,G,MP_total,PTS_total,TRB_total,AST_total,FG_pct,3P_pct,FT_pct,MP_per_game,PTS_per_game,TRB_per_game,AST_per_game,WS,WS_per48,BPM,VORP
2017,16.0,16.0,CHI,Justin Patton,Creighton,4.0,22.0,296.0,86.0,60.0,19.0,0.404,0.25,0.667,13.5,3.9,2.7,0.9,0.4,0.066,-2.8,-0.1
2017,17.0,17.0,MIL,D.J. Wilson,Michigan,6.0,148.0,1818.0,657.0,454.0,110.0,0.422,0.331,0.618,12.3,4.4,3.1,0.7,2.9,0.077,-2.4,-0.2
2017,18.0,18.0,IND,T.J. Leaf,UCLA,4.0,146.0,1238.0,477.0,283.0,43.0,0.492,0.341,0.585,8.5,3.3,1.9,0.3,2.7,0.104,-1.8,0.1
2017,19.0,19.0,ATL,John Collins,Wake Forest,9.0,541.0,15611.0,8488.0,4172.0,767.0,0.546,0.369,0.789,28.9,15.7,7.7,1.4,43.8,0.135,0.5,10.0
2017,20.0,20.0,POR,Harry Giles,Duke,4.0,165.0,1935.0,888.0,573.0,180.0,0.508,0.244,0.661,11.7,5.4,3.5,1.1,3.1,0.076,-2.5,-0.2
2017,21.0,21.0,OKC,Terrance Ferguson,,4.0,204.0,4000.0,924.0,263.0,144.0,0.404,0.334,0.753,19.6,4.5,1.3,0.7,4.4,0.053,-4.0,-2.1
2017,22.0,22.0,BRK,Jarrett Allen,Texas,9.0,624.0,17540.0,8148.0,5715.0,1048.0,0.641,0.159,0.711,28.1,13.1,9.2,1.7,73.1,0.2,2.4,19.4
2017,23.0,23.0,TOR,OG Anunoby,Indiana,9.0,559.0,17078.0,7451.0,2495.0,976.0,0.476,0.377,0.774,30.6,13.3,4.5,1.7,37.6,0.106,0.4,10.5
2017,24.0,24.0,UTA,Tyler Lydon,Syracuse,2.0,26.0,96.0,23.0,18.0,6.0,0.5,0.4,0.333,3.7,0.9,0.7,0.2,0.2,0.084,-4.3,-0.1
2017,25.0,25.0,ORL,Anžejs Pasečņiks,,2.0,28.0,443.0,156.0,108.0,19.0,0.521,0.0,0.586,15.8,5.6,3.9,0.7,0.4,0.038,-6.2,-0.5
2017,26.0,26.0,POR,Caleb Swanigan,Purdue,3.0,75.0,655.0,169.0,218.0,56.0,0.438,0.118,0.614,8.7,2.3,2.9,0.7,-0.2,-0.015,-6.2,-0.7
2017,27.0,27.0,BRK,Kyle Kuzma,Utah,9.0,610.0,18661.0,10106.0,3726.0,1630.0,0.453,0.335,0.721,30.6,16.6,6.1,2.7,16.3,0.042,-1.6,1.8
2017,28.0,28.0,LAL,Tony Bradley,UNC,8.0,234.0,2557.0,1015.0,887.0,118.0,0.618,0.474,0.684,10.9,4.3,3.8,0.5,8.9,0.167,-0.5,1.0
2017,29.0,29.0,SAS,Derrick White,Colorado,9.0,571.0,16706.0,7666.0,2147.0,2479.0,0.438,0.36,0.859,29.3,13.4,3.8,4.3,46.7,0.134,2.4,18.4
2017,30.0,30.0,UTA,Josh Hart,Villanova,9.0,596.0,18123.0,6265.0,4192.0,2005.0,0.475,0.35,0.75,30.4,10.5,7.0,3.4,42.8,0.113,0.8,12.6
2017,31.0,31.0,CHO,Frank Jackson,Duke,5.0,214.0,3873.0,1816.0,392.0,222.0,0.421,0.332,0.786,18.1,8.5,1.8,1.0,2.5,0.031,-3.9,-1.9
2017,32.0,32.0,PHO,Davon Reed,Miami (FL),4.0,122.0,1299.0,373.0,212.0,92.0,0.408,0.385,0.667,10.6,3.1,1.7,0.8,1.5,0.054,-2.9,-0.3
2017,33.0,33.0,ORL,Wes Iwundu,Kansas State,5.0,226.0,3827.0,989.0,555.0,208.0,0.408,0.292,0.798,16.9,4.4,2.5,0.9,4.2,0.053,-3.9,-1.8
2017,34.0,34.0,SAC,Frank Mason III,Kansas,4.0,103.0,1616.0,695.0,204.0,272.0,0.396,0.301,0.755,15.7,6.7,2.0,2.6,1.2,0.035,-2.7,-0.3
2017,35.0,35.0,ORL,Ivan Rabb,California,2.0,85.0,1237.0,485.0,364.0,86.0,0.555,0.2,0.743,14.6,5.7,4.3,1.0,3.2,0.125,-1.7,0.1
2017,36.0,36.0,PHI,Jonah Bolden,,2.0,51.0,686.0,217.0,174.0,40.0,0.486,0.34,0.484,13.5,4.3,3.4,0.8,1.4,0.098,-1.3,0.1
2017,37.0,37.0,BOS,Semi Ojeleye,SMU,5.0,284.0,4111.0,975.0,613.0,126.0,0.384,0.344,0.717,14.5,3.4,2.2,0.4,5.2,0.061,-3.4,-1.5
2017,38.0,38.0,CHI,Jordan Bell,Oregon,5.0,161.0,1937.0,593.0,497.0,201.0,0.552,0.2,0.636,12.0,3.7,3.1,1.2,4.9,0.121,0.2,1.1
2017,39.0,39.0,PHI,Jawun Evans,Oklahoma State,2.0,56.0,843.0,237.0,96.0,110.0,0.345,0.263,0.776,15.1,4.2,1.7,2.0,-0.4,-0.022,-5.4,-0.7
2017,40.0,40.0,NOP,Dwayne Bacon,Florida State,4.0,207.0,4012.0,1503.0,537.0,230.0,0.402,0.314,0.78,19.4,7.3,2.6,1.1,0.8,0.01,-5.1,-3.1
2017,41.0,41.0,ATL,Tyler Dorsey,Oregon,3.0,107.0,1680.0,710.0,245.0,135.0,0.392,0.351,0.669,15.7,6.6,2.3,1.3,1.1,0.031,-3.0,-0.5
2017,42.0,42.0,UTA,Thomas Bryant,Indiana,9.0,393.0,6642.0,3328.0,1907.0,359.0,0.573,0.348,0.781,16.9,8.5,4.9,0.9,22.7,0.164,0.9,4.9
2017,43.0,43.0,HOU,Isaiah Hartenstein,,8.0,426.0,8511.0,3016.0,2866.0,923.0,0.596,0.239,0.675,20.0,7.1,6.7,2.2,33.3,0.188,2.4,9.4
2017,44.0,44.0,NYK,Damyean Dotson,Oregon,5.0,213.0,4242.0,1594.0,532.0,315.0,0.417,0.345,0.711,19.9,7.5,2.5,1.5,3.0,0.034,-2.8,-0.9
2017,45.0,45.0,HOU,Dillon Brooks,Oregon,9.0,548.0,16205.0,8101.0,1797.0,1081.0,0.421,0.353,0.81,29.6,14.8,3.3,2.0,16.8,0.05,-3.3,-5.2
2017,46.0,46.0,PHI,Sterling Brown,SMU,6.0,268.0,4458.0,1431.0,891.0,268.0,0.419,0.363,0.796,16.6,5.3,3.3,1.0,6.6,0.071,-2.1,-0.1
2017,47.0,47.0,IND,Ike Anigbogu,UCLA,2.0,14.0,36.0,13.0,12.0,1.0,0.333,,0.833,2.6,0.9,0.9,0.1,0.0,0.057,-1.1,0.0
2017,48.0,48.0,MIL,Sindarius Thornwell,South Carolina,4.0,160.0,1721.0,401.0,206.0,111.0,0.407,0.34,0.672,10.8,2.5,1.3,0.7,1.1,0.032,-3.1,-0.5
2017,49.0,49.0,DEN,Vlatko Čančar,,5.0,143.0,1527.0,485.0,251.0,123.0,0.472,0.354,0.847,10.7,3.4,1.8,0.9,2.4,0.076,-2.5,-0.2
2017,50.0,50.0,PHI,Mathias Lessort,,,,,,,,,,,,,,,,,,
2017,51.0,51.0,DEN,Monte Morris,Iowa State,9.0,426.0,9873.0,3998.0,996.0,1519.0,0.473,0.388,0.824,23.2,9.4,2.3,3.6,24.7,0.12,0.2,5.6
2017,52.0,52.0,NOP,Edmond Sumner,Xavier,5.0,161.0,2256.0,997.0,244.0,182.0,0.47,0.341,0.811,14.0,6.2,1.5,1.1,3.2,0.069,-3.0,-0.6
2017,53.0,53.0,BOS,Kadeem Allen,Arizona,3.0,47.0,640.0,258.0,71.0,109.0,0.435,0.349,0.757,13.6,5.5,1.5,2.3,1.0,0.075,-1.2,0.1
2017,54.0,54.0,PHO,Alec Peters,Valparaiso,1.0,20.0,225.0,82.0,37.0,12.0,0.378,0.31,0.8,11.3,4.1,1.9,0.6,0.3,0.055,-2.8,0.0
2017,55.0,55.0,UTA,Nigel Williams-Goss,Gonzaga,1.0,10.0,50.0,14.0,6.0,6.0,0.313,0.286,1.0,5.0,1.4,0.6,0.6,0.0,0.017,-3.9,0.0
2017,56.0,56.0,BOS,Jabari Bird,California,1.0,13.0,115.0,39.0,19.0,8.0,0.577,0.429,0.462,8.8,3.0,1.5,0.6,0.2,0.098,-3.1,0.0
2017,57.0,57.0,BRK,Sasha Vezenkov,,1.0,42.0,511.0,225.0,96.0,19.0,0.44,0.375,0.8,12.2,5.4,2.3,0.5,1.0,0.098,-0.9,0.1
2017,58.0,58.0,NYK,Ognjen Jaramaz,,,,,,,,,,,,,,,,,,
2017,59.0,59.0,SAS,Jaron Blossomgame,Clemson,1.0,27.0,439.0,114.0,98.0,13.0,0.443,0.256,0.769,16.3,4.2,3.6,0.5,0.3,0.03,-3.8,-0.2
2017,60.0,60.0,ATL,Alpha Kaba,,,,,,,,,,,,,,,,,,
2018,1.0,1.0,PHO,Deandre Ayton,Arizona,8.0,470.0,14230.0,7439.0,4742.0,708.0,0.599,0.23,0.741,30.3,15.8,10.1,1.5,43.8,0.148,0.6,9.2
2018,2.0,2.0,SAC,Marvin Bagley III,Duke,8.0,349.0,7675.0,4106.0,2255.0,338.0,0.531,0.308,0.685,22.0,11.8,6.5,1.0,16.3,0.102,-1.2,1.5
2018,3.0,3.0,ATL,Luka Dončić,,8.0,514.0,18001.0,15021.0,4376.0,4230.0,0.469,0.352,0.755,35.0,29.2,8.5,8.2,66.6,0.178,7.8,44.8
2018,4.0,4.0,MEM,Jaren Jackson Jr.,Michigan State,8.0,455.0,13093.0,8449.0,2530.0,696.0,0.467,0.351,0.793,28.8,18.6,5.6,1.5,30.2,0.111,0.8,9.2
2018,5.0,5.0,DAL,Trae Young,Oklahoma,8.0,498.0,17006.0,12489.0,1717.0,4868.0,0.433,0.352,0.872,34.1,25.1,3.4,9.8,44.7,0.126,2.6,19.7
2018,6.0,6.0,ORL,Mo Bamba,Texas,8.0,368.0,6159.0,2471.0,2002.0,307.0,0.477,0.356,0.682,16.7,6.7,5.4,0.8,15.7,0.122,-0.1,3.0
2018,7.0,7.0,CHI,Wendell Carter Jr.,Duke,8.0,461.0,12735.0,5487.0,3750.0,919.0,0.51,0.316,0.74,27.6,11.9,8.1,2.0,33.3,0.126,-0.3,5.3
2018,8.0,8.0,CLE,Collin Sexton,Alabama,8.0,475.0,13771.0,8708.0,1299.0,1728.0,0.472,0.389,0.841,29.0,18.3,2.7,3.6,19.7,0.069,-1.1,3.0
2018,9.0,9.0,NYK,Kevin Knox,Kentucky,7.0,320.0,5606.0,2322.0,893.0,233.0,0.393,0.34,0.723,17.5,7.3,2.8,0.7,0.9,0.008,-4.4,-3.4
2018,10.0,10.0,PHI,Mikal Bridges,Villanova,8.0,638.0,21206.0,9385.0,2519.0,1821.0,0.485,0.371,0.842,33.2,14.7,3.9,2.9,50.0,0.113,0.9,15.8
2018,11.0,11.0,CHO,Shai Gilgeous-Alexander,Kentucky,8.0,530.0,17550.0,13411.0,2503.0,2810.0,0.508,0.36,0.864,33.1,25.3,4.7,5.3,75.6,0.207,6.3,36.9
2018,12.0,12.0,LAC,Miles Bridges,Michigan State,7.0,501.0,15457.0,7956.0,3077.0,1381.0,0.461,0.338,0.825,30.9,15.9,6.1,2.8,27.8,0.086,0.1,8.2
2018,13.0,13.0,LAC,Jerome Robinson,Boston College,4.0,135.0,1685.0,545.0,214.0,136.0,0.361,0.297,0.711,12.5,4.0,1.6,1.0,-0.2,-0.004,-4.8,-1.2
2018,14.0,14.0,DEN,Michael Porter Jr.,Missouri,7.0,397.0,11725.0,6856.0,2576.0,643.0,0.493,0.398,0.812,29.5,17.3,6.5,1.6,29.4,0.12,1.0,8.9
2018,15.0,15.0,WAS,Troy Brown Jr.,Oregon,6.0,356.0,6778.0,2196.0,1288.0,508.0,0.423,0.351,0.783,19.0,6.2,3.6,1.4,8.6,0.061,-1.8,0.4
2018,16.0,16.0,PHO,Zhaire Smith,Texas Tech,2.0,13.0,143.0,48.0,15.0,12.0,0.378,0.316,0.667,11.0,3.7,1.2,0.9,0.0,0.011,-6.1,-0.1
2018,17.0,17.0,MIL,Donte DiVincenzo,Villanova,8.0,498.0,13104.0,5469.0,2119.0,1512.0,0.423,0.38,0.767,26.3,11.0,4.3,3.0,29.1,0.107,1.0,10.1
2018,18.0,18.0,SAS,Lonnie Walker IV,Miami (FL),7.0,342.0,7025.0,3418.0,791.0,518.0,0.422,0.356,0.795,20.5,10.0,2.3,1.5,4.9,0.033,-2.5,-1.0
2018,19.0,19.0,ATL,Kevin Huerter,Maryland,8.0,551.0,15115.0,6294.0,1878.0,1592.0,0.442,0.368,0.762,27.4,11.4,3.4,2.9,21.7,0.069,-0.9,4.1
2018,20.0,20.0,MIN,Josh Okogie,Georgia Tech,8.0,494.0,9306.0,2994.0,1430.0,549.0,0.409,0.312,0.736,18.8,6.1,2.9,1.1,14.2,0.073,-1.7,0.6
2018,21.0,21.0,UTA,Grayson Allen,Duke,8.0,454.0,11694.0,5091.0,1371.0,1007.0,0.443,0.403,0.857,25.8,11.2,3.0,2.2,26.4,0.109,0.3,6.6
2018,22.0,22.0,CHI,Chandler Hutchison,Boise State,4.0,103.0,1790.0,558.0,376.0,79.0,0.442,0.309,0.643,17.4,5.4,3.7,0.8,1.1,0.03,-3.9,-0.9
2018,23.0,23.0,IND,Aaron Holiday,UCLA,8.0,505.0,8147.0,3209.0,767.0,960.0,0.421,0.384,0.852,16.1,6.4,1.5,1.9,11.6,0.068,-2.0,0.1
2018,24.0,24.0,POR,Anfernee Simons,,8.0,444.0,11792.0,6622.0,1108.0,1399.0,0.432,0.381,0.881,26.6,14.9,2.5,3.2,15.7,0.064,-1.0,2.9
2018,25.0,25.0,LAL,Moritz Wagner,Michigan,8.0,399.0,6478.0,3575.0,1551.0,466.0,0.518,0.323,0.808,16.2,9.0,3.9,1.2,17.9,0.132,0.1,3.4
2018,26.0,26.0,PHI,Landry Shamet,Wichita State,8.0,449.0,9560.0,3788.0,754.0,669.0,0.416,0.386,0.815,21.3,8.4,1.7,1.5,15.7,0.079,-1.8,0.4
2018,27.0,27.0,BOS,Robert Williams,Texas A&M,8.0,294.0,5762.0,2088.0,2018.0,385.0,0.72,0.333,0.661,19.6,7.1,6.9,1.3,28.3,0.236,4.6,9.6
2018,28.0,28.0,GSW,Jacob Evans,Cincinnati,2.0,59.0,622.0,168.0,66.0,54.0,0.337,0.315,0.833,10.5,2.8,1.1,0.9,-0.6,-0.047,-7.4,-0.8
2018,29.0,29.0,BRK,Džanan Musa,,2.0,49.0,526.0,211.0,91.0,45.0,0.376,0.227,0.726,10.7,4.3,1.9,0.9,0.0,0.003,-4.6,-0.4
2018,30.0,30.0,ATL,Omari Spellman,Villanova,2.0,95.0,1691.0,642.0,413.0,94.0,0.417,0.366,0.766,17.8,6.8,4.3,1.0,2.4,0.068,-1.5,0.2
2018,31.0,31.0,PHO,Elie Okobo,,2.0,108.0,1677.0,523.0,188.0,242.0,0.395,0.315,0.737,15.5,4.8,1.7,2.2,0.5,0.014,-4.1,-0.9
2018,32.0,32.0,MEM,Jevon Carter,West Virginia,8.0,465.0,7146.0,2484.0,776.0,738.0,0.395,0.377,0.797,15.4,5.3,1.7,1.6,9.4,0.063,-1.4,1.0
2018,33.0,33.0,DAL,Jalen Brunson,Villanova,8.0,561.0,16830.0,10748.0,1796.0,2952.0,0.485,0.385,0.826,30.0,19.2,3.2,5.3,54.2,0.155,2.4,18.8
2018,34.0,34.0,ATL,Devonte' Graham,Kansas,6.0,336.0,8359.0,3733.0,758.0,1448.0,0.371,0.354,0.812,24.9,11.1,2.3,4.3,12.7,0.073,-0.5,3.2
2018,35.0,35.0,ORL,Melvin Frazier,Tulane,3.0,32.0,290.0,87.0,28.0,5.0,0.34,0.209,0.533,9.1,2.7,0.9,0.2,-0.4,-0.062,-10.0,-0.6
2018,36.0,36.0,NYK,Mitchell Robinson,,8.0,397.0,9297.0,2976.0,3164.0,264.0,0.702,,0.508,23.4,7.5,8.0,0.7,41.0,0.212,2.3,10.1
2018,37.0,37.0,SAC,Gary Trent Jr.,Duke,8.0,480.0,13075.0,6227.0,1050.0,678.0,0.42,0.387,0.819,27.2,13.0,2.2,1.4,19.0,0.07,-1.6,1.4
2018,38.0,38.0,PHI,Khyri Thomas,Creighton,3.0,39.0,409.0,160.0,39.0,36.0,0.388,0.316,0.75,10.5,4.1,1.0,0.9,0.5,0.058,-2.7,-0.1
2018,39.0,39.0,PHI,Isaac Bonga,,4.0,143.0,1871.0,439.0,320.0,118.0,0.432,0.3,0.759,13.1,3.1,2.2,0.8,1.7,0.044,-3.6,-0.7
2018,40.0,40.0,BRK,Rodions Kurucs,,3.0,131.0,2103.0,780.0,406.0,113.0,0.444,0.329,0.739,16.1,6.0,3.1,0.9,2.3,0.052,-2.8,-0.4
2018,41.0,41.0,ORL,Jarred Vanderbilt,Kentucky,8.0,374.0,7303.0,2096.0,2218.0,520.0,0.546,0.29,0.633,19.5,5.6,5.9,1.4,18.6,0.122,-0.2,3.3
2018,42.0,42.0,DET,Bruce Brown,Miami (FL),8.0,539.0,13374.0,4694.0,2247.0,1291.0,0.476,0.344,0.767,24.8,8.7,4.2,2.4,22.9,0.082,-1.6,1.3
2018,43.0,43.0,DEN,Justin Jackson,Maryland,,,,,,,,,,,,,,,,,
2018,44.0,44.0,WAS,Issuf Sanon,,,,,,,,,,,,,,,,,,
2018,45.0,45.0,BRK,Hamidou Diallo,Kentucky,6.0,265.0,4918.0,2272.0,1009.0,283.0,0.495,0.274,0.623,18.6,8.6,3.8,1.1,6.2,0.06,-2.1,-0.1
2018,46.0,46.0,HOU,De'Anthony Melton,USC,8.0,405.0,9272.0,3833.0,1474.0,1113.0,0.41,0.358,0.789,22.9,9.5,3.6,2.7,15.0,0.078,0.2,5.2
2018,47.0,47.0,LAL,Svi Mykhailiuk,Kansas,8.0,381.0,6542.0,2638.0,713.0,555.0,0.414,0.368,0.778,17.2,6.9,1.9,1.5,5.3,0.039,-2.4,-0.6
2018,48.0,48.0,MIN,Keita Bates-Diop,Ohio State,6.0,283.0,4566.0,1697.0,848.0,241.0,0.474,0.333,0.751,16.1,6.0,3.0,0.9,7.4,0.078,-1.6,0.5
2018,49.0,49.0,SAS,Chimezie Metu,USC,6.0,260.0,3565.0,1522.0,908.0,197.0,0.495,0.298,0.787,13.7,5.9,3.5,0.8,5.7,0.076,-1.6,0.3
2018,50.0,50.0,IND,Alize Johnson,Missouri State,5.0,76.0,568.0,189.0,228.0,32.0,0.481,0.227,0.711,7.5,2.5,3.0,0.4,1.3,0.108,-2.4,-0.1
2018,51.0,51.0,NOP,Tony Carr,Penn State,,,,,,,,,,,,,,,,,
2018,52.0,52.0,UTA,Vince Edwards,Purdue,1.0,2.0,16.0,3.0,2.0,0.0,0.25,0.25,,8.0,1.5,1.0,0.0,0.0,-0.014,-6.4,0.0
2018,53.0,53.0,OKC,Devon Hall,Virginia,1.0,11.0,81.0,20.0,7.0,13.0,0.2,0.235,0.5,7.4,1.8,0.6,1.2,-0.2,-0.116,-6.7,-0.1
2018,54.0,54.0,DAL,Shake Milton,SMU,7.0,359.0,6698.0,2899.0,783.0,856.0,0.451,0.358,0.824,18.7,8.1,2.2,2.4,11.7,0.084,-2.0,-0.1
2018,55.0,55.0,CHO,Arnoldas Kulboka,,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,,2.5,0.0,0.0,0.0,0.0,-0.217,-21.8,0.0
2018,56.0,56.0,PHI,Ray Spalding,Louisville,2.0,16.0,167.0,58.0,52.0,5.0,0.529,0.0,0.286,10.4,3.6,3.3,0.3,0.1,0.024,-6.2,-0.2
2018,57.0,57.0,OKC,Kevin Hervey,UT Arlington,1.0,10.0,52.0,17.0,12.0,5.0,0.259,0.15,,5.2,1.7,1.2,0.5,-0.1,-0.085,-5.1,0.0
2018,58.0,58.0,DEN,Thomas Welsh,UCLA,1.0,11.0,36.0,18.0,4.0,5.0,0.538,0.429,0.5,3.3,1.6,0.4,0.5,0.1,0.162,1.2,0.0
2018,59.0,59.0,PHO,George King,Colorado,2.0,5.0,25.0,1.0,6.0,0.0,0.0,0.0,0.5,5.0,0.2,1.2,0.0,-0.1,-0.225,-17.2,-0.1
2018,60.0,60.0,PHI,Kostas Antetokounmpo,Dayton,3.0,22.0,87.0,21.0,23.0,3.0,0.375,,0.474,4.0,1.0,1.0,0.1,-0.2,-0.098,-9.9,-0.2
2019,1.0,1.0,NOP,Zion Williamson,Duke,6.0,276.0,8555.0,6581.0,1768.0,1119.0,0.591,0.324,0.695,31.0,23.8,6.4,4.1,30.3,0.17,4.5,14.1
2019,2.0,2.0,MEM,Ja Morant,Murray State,7.0,327.0,10370.0,7331.0,1513.0,2428.0,0.466,0.311,0.773,31.7,22.4,4.6,7.4,24.3,0.113,2.5,11.8
2019,3.0,3.0,NYK,RJ Barrett,Duke,7.0,444.0,14540.0,8391.0,2450.0,1465.0,0.447,0.345,0.7,32.7,18.9,5.5,3.3,17.3,0.057,-1.5,1.8
2019,4.0,4.0,LAL,De'Andre Hunter,Virginia,7.0,372.0,10996.0,5454.0,1521.0,587.0,0.447,0.364,0.825,29.6,14.7,4.1,1.6,13.1,0.057,-2.7,-2.0
2019,5.0,5.0,CLE,Darius Garland,Vanderbilt,7.0,427.0,14037.0,8049.0,1122.0,2859.0,0.454,0.389,0.866,32.9,18.9,2.6,6.7,27.1,0.093,0.2,7.9
2019,6.0,6.0,PHO,Jarrett Culver,Texas Tech,4.0,144.0,2480.0,934.0,402.0,173.0,0.401,0.276,0.509,17.2,6.5,2.8,1.2,-0.1,-0.001,-4.5,-1.6
2019,7.0,7.0,CHI,Coby White,UNC,7.0,472.0,13815.0,7273.0,1709.0,1818.0,0.434,0.369,0.856,29.3,15.4,3.6,3.9,19.9,0.069,-1.5,1.7
2019,8.0,8.0,ATL,Jaxson Hayes,Texas,7.0,433.0,7229.0,2991.0,1714.0,318.0,0.665,0.28,0.689,16.7,6.9,4.0,0.7,25.1,0.167,-0.1,3.5
2019,9.0,9.0,WAS,Rui Hachimura,Gonzaga,7.0,405.0,11272.0,5098.0,1864.0,496.0,0.499,0.394,0.758,27.8,12.6,4.6,1.2,18.7,0.08,-2.0,0.1
2019,10.0,10.0,ATL,Cam Reddish,Duke,6.0,254.0,5876.0,2151.0,678.0,297.0,0.398,0.322,0.821,23.1,8.5,2.7,1.2,3.3,0.027,-3.1,-1.7
2019,11.0,11.0,MIN,Cameron Johnson,UNC,7.0,394.0,10667.0,5055.0,1548.0,796.0,0.457,0.396,0.849,27.1,12.8,3.9,2.0,26.6,0.12,1.2,8.8
2019,12.0,12.0,CHO,P.J. Washington,Kentucky,7.0,446.0,13653.0,5914.0,2676.0,976.0,0.448,0.354,0.705,30.6,13.3,6.0,2.2,16.5,0.058,-1.3,2.6
2019,13.0,13.0,MIA,Tyler Herro,Kentucky,7.0,394.0,12796.0,7664.0,1960.0,1596.0,0.45,0.382,0.878,32.5,19.5,5.0,4.1,22.3,0.084,0.8,9.0
2019,14.0,14.0,BOS,Romeo Langford,Indiana,4.0,141.0,2268.0,650.0,298.0,97.0,0.43,0.288,0.659,16.1,4.6,2.1,0.7,2.0,0.043,-3.4,-0.8
2019,15.0,15.0,DET,Sekou Doumbouya,,3.0,96.0,1639.0,542.0,267.0,66.0,0.388,0.256,0.693,17.1,5.6,2.8,0.7,-0.4,-0.013,-6.5,-1.8
2019,16.0,16.0,ORL,Chuma Okeke,Auburn,5.0,198.0,4028.0,1242.0,751.0,291.0,0.387,0.321,0.787,20.3,6.3,3.8,1.5,5.0,0.06,-1.1,1.0
2019,17.0,17.0,BRK,Nickeil Alexander-Walker,Virginia Tech,7.0,459.0,10545.0,4882.0,1216.0,1168.0,0.427,0.372,0.807,23.0,10.6,2.6,2.5,16.5,0.075,-0.6,3.7
2019,18.0,18.0,IND,Goga Bitadze,,7.0,383.0,5577.0,2107.0,1639.0,454.0,0.561,0.229,0.671,14.6,5.5,4.3,1.2,19.3,0.166,1.1,4.4
2019,19.0,19.0,SAS,Luka Šamanić,,4.0,86.0,921.0,384.0,210.0,55.0,0.411,0.247,0.706,10.7,4.5,2.4,0.6,0.0,0.001,-5.6,-0.8
2019,20.0,20.0,BOS,Matisse Thybulle,Washington,7.0,377.0,7749.0,1872.0,769.0,415.0,0.438,0.349,0.683,20.6,5.0,2.0,1.1,15.4,0.095,1.1,6.1
2019,21.0,21.0,OKC,Brandon Clarke,Gonzaga,7.0,309.0,6412.0,3144.0,1689.0,410.0,0.605,0.266,0.697,20.8,10.2,5.5,1.3,24.6,0.184,2.4,7.1
2019,22.0,22.0,BOS,Grant Williams,Tennessee,7.0,416.0,9421.0,2976.0,1535.0,608.0,0.45,0.378,0.778,22.6,7.2,3.7,1.5,17.4,0.089,-1.6,1.0
2019,23.0,23.0,UTA,Darius Bazley,,5.0,237.0,5536.0,2113.0,1244.0,282.0,0.414,0.309,0.677,23.4,8.9,5.2,1.2,3.1,0.027,-2.4,-0.6
2019,24.0,24.0,PHI,Ty Jerome,Virginia,7.0,244.0,4480.0,2281.0,509.0,733.0,0.46,0.386,0.854,18.4,9.3,2.1,3.0,11.2,0.12,0.9,3.3
2019,25.0,25.0,POR,Nassir Little,UNC,5.0,237.0,3735.0,1313.0,688.0,170.0,0.452,0.33,0.735,15.8,5.5,2.9,0.7,4.7,0.061,-2.6,-0.5
2019,26.0,26.0,CLE,Dylan Windler,Belmont,4.0,101.0,1090.0,319.0,212.0,78.0,0.425,0.347,0.8,10.8,3.2,2.1,0.8,1.6,0.072,-1.4,0.2
2019,27.0,27.0,BRK,Mfiondu Kabengele,Florida State,3.0,55.0,380.0,143.0,81.0,19.0,0.383,0.301,0.852,6.9,2.6,1.5,0.3,0.4,0.055,-3.6,-0.2
2019,28.0,28.0,GSW,Jordan Poole,Michigan,7.0,451.0,12283.0,7466.0,1187.0,1671.0,0.418,0.344,0.877,27.2,16.6,2.6,3.7,11.4,0.045,-1.9,0.4
2019,29.0,29.0,SAS,Keldon Johnson,Kentucky,7.0,452.0,12511.0,6842.0,2432.0,908.0,0.475,0.353,0.767,27.7,15.1,5.4,2.0,23.2,0.089,-1.0,3.2
2019,30.0,30.0,MIL,Kevin Porter Jr.,USC,6.0,309.0,8671.0,4440.0,1318.0,1523.0,0.439,0.348,0.757,28.1,14.4,4.3,4.9,9.0,0.05,-0.9,2.5
2019,31.0,31.0,BRK,Nic Claxton,Georgia,7.0,380.0,9944.0,4024.0,2875.0,788.0,0.622,0.186,0.555,26.2,10.6,7.6,2.1,30.9,0.149,1.3,8.2
2019,32.0,32.0,PHO,KZ Okpala,Stanford,4.0,98.0,965.0,222.0,148.0,47.0,0.409,0.286,0.667,9.8,2.3,1.5,0.5,1.0,0.05,-4.7,-0.7
2019,33.0,33.0,PHI,Carsen Edwards,Purdue,3.0,72.0,706.0,267.0,79.0,52.0,0.364,0.297,0.758,9.8,3.7,1.1,0.7,0.3,0.019,-5.1,-0.5
2019,34.0,34.0,PHI,Bruno Fernando,Maryland,6.0,220.0,2326.0,872.0,712.0,161.0,0.543,0.122,0.653,10.6,4.0,3.2,0.7,3.8,0.079,-3.0,-0.6
2019,35.0,35.0,ATL,Didi Louzada,,2.0,12.0,185.0,43.0,20.0,8.0,0.326,0.355,1.0,15.4,3.6,1.7,0.7,-0.1,-0.034,-8.1,-0.3
2019,36.0,36.0,CHO,Cody Martin,Nevada,7.0,263.0,5733.0,1600.0,975.0,582.0,0.434,0.305,0.658,21.8,6.1,3.7,2.2,7.1,0.059,-1.8,0.3
2019,37.0,37.0,DAL,Deividas Sirvydis,,2.0,23.0,160.0,44.0,35.0,6.0,0.3,0.314,0.5,7.0,1.9,1.5,0.3,-0.1,-0.032,-5.9,-0.2
